position,feature,gain,normalized_gain,group
QB,rushing_fumbles_lost_roll3_mean,0.0,0.0,Recent form
QB,rushing_fumbles_lost_roll5_mean,0.0,0.0,Recent form
QB,sack_fumbles_lost_lag1,0.0,0.0,Recent form
QB,sack_fumbles_lost_roll3_mean,0.0,0.0,Recent form
QB,sack_fumbles_lost_roll5_mean,0.0,0.0,Recent form
QB,pass_yards_allowed_roll3_mean,10716.166015625,0.005315564388442566,Defensive matchup
QB,pass_yards_allowed_roll5_mean,18125.032928466797,0.008990601623139175,Defensive matchup
QB,pass_tds_allowed_roll3_mean,1004.4040222167969,0.0004982168290710916,Defensive matchup
QB,pass_tds_allowed_roll5_mean,7419.226959228516,0.003680176152249356,Defensive matchup
QB,qb_fp_allowed_roll3_mean,21068.565002441406,0.010450688583890255,Defensive matchup
QB,qb_fp_allowed_roll5_mean,29036.998016357422,0.014403288674137335,Defensive matchup
QB,week_index,2735.7899780273438,0.001357040172787214,Temporal
QB,early_season,0.0,0.0,Temporal
QB,late_season,0.0,0.0,Temporal
QB,week_sin,382.81500244140625,0.00018988860301082344,Temporal
QB,week_cos,2098.81298828125,0.0010410790167156498,Temporal
QB,had_prev_season,0.0,0.0,Prior season
QB,attempts_prev_per_game,901.43798828125,0.00044714235127661525,Prior season
QB,completions_prev_per_game,1168.5929870605469,0.0005796598575969785,Prior season
QB,passing_yards_prev_per_game,4209.624969482422,0.0020881099213891116,Prior season
QB,passing_tds_prev_per_game,2385.0970458984375,0.0011830851539320682,Prior season
QB,passing_interceptions_prev_per_game,20501.04315185547,0.010169179419676202,Prior season
QB,sacks_suffered_prev_per_game,2770.0440063476562,0.0013740312769596084,Prior season
QB,passing_air_yards_prev_per_game,1452.7839965820312,0.0007206277753695589,Prior season
QB,carries_prev_per_game,1889.510986328125,0.0009372584650006455,Prior season
QB,rushing_yards_prev_per_game,3644.1129760742188,0.0018075977112371965,Prior season
QB,rushing_tds_prev_per_game,9619.383056640625,0.004771524623649133,Prior season
QB,rushing_fumbles_lost_prev_per_game,7780.424957275391,0.0038593420230276974,Prior season
QB,sack_fumbles_lost_prev_per_game,8423.99105834961,0.004178571591092525,Prior season
QB,fantasy_points_ppr_prev_per_game,8589.299041748047,0.004260569688956701,Prior season
QB,player_games_prior,13639.097961425781,0.006765433020403435,Other
QB,player_fp_career_mean_prior,17573.024841308594,0.008716787786553208,Player profile
QB,player_fp_career_std_prior,8942.255004882812,0.004435647244268183,Player profile
